4kUSPjvJjZenGsRutDeJoN,Between The Eyes,['Love Battery'],268467,1/1/92,1992,0.171,0.634,0.91,0.00321,0.102,-8.332,0.0289,103.399,0.817,1,2,44,0
4HTQcxErjqv1Up3ZOoJ1di,Las batallas,['Café Tacvba'],205027,7/13/92,1992,0.0451,0.616,0.752,7.86E-05,0.0888,-5.946,0.0299,162.916,0.866,0,6,56,0
5mLuPM0CpoXyrBncooRJZa,Quién Fuera,['Silvio Rodríguez'],336400,1992,1992,0.876,0.474,0.149,0.0126,0.0919,-18.635,0.044,157.134,0.482,1,7,60,0
6BPA3Uzu6xDFTklgeWGqbD,I Wanna Rock,['Luke'],279933,2/11/92,1992,0.0399,0.801,0.765,8.35E-06,0.429,-11.968,0.203,138.052,0.624,0,6,39,1
45rYefYayFxTcOj5fS6JuA,Take a Chance On Me - Pop! Version,['Erasure'],225600,11/24/92,1992,0.00588,0.645,0.776,0.000255,0.0618,-12.124,0.0379,118.014,0.588,1,1,39,0
5I7uF6AdRy5SbtHE6k1QJo,Sentimental,['Kenny G'],395040,1992,1992,0.0348,0.426,0.269,0.0593,0.101,-14.857,0.029,139.813,0.135,1,8,46,0
0rhuzeJs3OHpPjvAsCB8rE,Sweetness Follows,['R.E.M.'],261573,10/5/92,1992,0.369,0.315,0.235,0.000843,0.1,-12.363,0.0337,76.632,0.115,1,7,47,0
20qyckJrLZQGQmNb5OmpkJ,My Name Is Prince,['Prince'],398333,10/13/92,1992,0.0223,0.798,0.942,0.00286,0.044,-4.209,0.135,116.577,0.36,1,8,43,1
7EmvOxDhWWlxIktbT4Yhgo,Eso Nomás,['José José'],262240,11/24/92,1992,0.192,0.334,0.436,0,0.0462,-10.639,0.0422,175.701,0.331,1,2,37,0
7xSdwXmwpIzBxBvjf52oZI,Walk Away Renée,['Jimmy LaFave'],287667,1992,1992,0.76,0.385,0.218,2.73E-06,0.684,-16.99,0.0332,172.926,0.343,1,9,44,0
4a5lccycZkignXqPJpjft6,What's The 411?,"['Mary J. Blige', 'Grand Puba']",253640,1/1/92,1992,0.348,0.555,0.403,3.46E-06,0.0823,-9.525,0.406,87.686,0.607,1,6,39,1
27fug0loVTSPGMX59ecZtS,Apart,['The Cure'],395360,4/21/92,1992,0.422,0.546,0.433,0.352,0.325,-15.933,0.0282,82.102,0.511,0,9,38,0
2JlVEgNJwskpAGSudKPqLD,Igual Que Ayer,['Los Enanitos Verdes'],290064,1/1/92,1992,0.0185,0.621,0.706,0,0.436,-11.262,0.0283,137.145,0.88,1,7,54,0
7LZl1tWRNAPXLY4IgbCjmt,Welcome to Paradise,['Green Day'],210480,1/17/92,1992,0.00587,0.397,0.982,0.00591,0.346,-3.752,0.0682,96.81,0.723,1,8,41,0
6VYGSmBcn3BaAKao3bo2UV,Push Th' Little Daisies,['Ween'],169960,1992,1992,0.174,0.716,0.707,2.12E-05,0.0463,-7.104,0.0533,155.96,0.967,1,6,38,0
6z6WdQ6ODxd2WZdjXfHJ4B,You and Me,['Neil Young'],225333,11/2/92,1992,0.902,0.556,0.128,0.000358,0.0987,-18.645,0.033,131.968,0.304,1,7,44,0
2ttacVgK0BVypkUMVWEdlG,Sometimes Salvation,['The Black Crowes'],284000,1/1/92,1992,0.00261,0.366,0.662,0,0.0594,-4.914,0.034,148.34,0.362,1,4,42,0
6pVU9bk1Tvbqlq719vJooz,Saving Forever for You,['Shanice'],268733,3/31/92,1992,0.494,0.655,0.545,0,0.0417,-8.163,0.0342,133.358,0.463,1,9,41,0
4mx6VrZG5VTYrAo9wjocJg,Renuévame,['Marcos Witt'],160493,1/1/92,1992,0.795,0.51,0.151,0,0.158,-17.138,0.0321,116.079,0.194,1,2,46,0
6mBoE4SeqM0zYBKFvPB5Pd,Then She Appeared - 2001 Remaster,['XTC'],231707,1992,1992,0.184,0.522,0.72,4.06E-06,0.748,-6.204,0.0266,105.566,0.601,1,2,44,0
3izKffzHXSwXdhtJ9DasZU,Nothing Can Stop Us,['Saint Etienne'],261000,1/10/92,1992,0.0114,0.703,0.735,8.44E-05,0.93,-9.785,0.0321,115.301,0.94,1,8,46,0
7MVfPm6vfuyLJ0Yzvz2CJl,When I Get Low I Get High,"['Ella Fitzgerald', 'Chick Webb']",146427,5/2/92,1992,0.852,0.608,0.356,0.00231,0.0737,-11.422,0.468,199.399,0.748,0,2,43,0
217m5TxpXyqbpR7WWmoSqO,Only If You Want It,['Eazy-E'],183333,12/10/92,1992,0.000693,0.79,0.846,0,0.135,-5.657,0.138,94.37,0.46,1,7,43,1
59mnb4tpRbH456ey5INhCh,The Great Adventure,['Steven Curtis Chapman'],277160,1/1/92,1992,0.0146,0.612,0.796,0,0.255,-12.112,0.0303,138.914,0.798,1,2,39,0
6jo4hiloSojCeZTG5fLjh9,Hot Cherie,['Hardline'],287133,5/8/92,1992,0.00872,0.433,0.808,0.0235,0.45,-9.263,0.0516,132.536,0.186,0,2,46,0
78BlqmFjSc1UYqmuXpva6a,Afraid to Shoot Strangers - 2015 Remaster,['Iron Maiden'],416560,5/11/92,1992,0.00325,0.279,0.817,0.0346,0.0855,-5.331,0.0458,156.64,0.366,0,6,37,0
5fRjEdFAmmZoJFCWLCp6a8,Poison Heart,['Ramones'],243667,1/1/92,1992,0.00416,0.52,0.962,0.000266,0.0961,-5.615,0.0365,148.474,0.69,0,1,38,0
